order_id,order_date,state,category,item,gender,size,is_subscriber,quantity,total_amount,review,age,payment_type
23692,2021-12-21,Guanajuato,Outerwear,Hoodie,Male,M,1,1,275.45,5,27,Cash
23693,2022-01-30,"Estado de México",Bottoms,Jeans,Male,L,0,1,299.99,3,24,"Credit Card"
23694,2023-12-17,Sinaloa,Tops,"Button-Up Shirt",Male,XL,0,1,220.40,3,54,"Debit Card"
23695,2021-12-19,Durango,"One-Piece Outfits",Tunic,Male,XL,1,1,340.20,5,41,"Credit Card"
23696,2022-08-16,Tamaulipas,Shoes,Boots,Female,XL,0,1,890.99,5,34,Cash
23697,2024-11-15,Tlaxcala,"One-Piece Outfits",Jumpsuit,Female,M,0,10,8999.90,3,25,"Credit Card"
23698,2023-04-17,Tamaulipas,Tops,"Tank Top",Female,M,0,1,89.25,2,23,"Debit Card"
23699,2023-06-15,Tamaulipas,Bottoms,"Cargo Pants",Male,S,0,2,501.50,3,51,"Credit Card"
23700,2022-12-29,Yucatán,Outerwear,Hoodie,Male,M,0,1,275.45,5,34,Cash
23701,2023-05-14,Morelos,Outerwear,Hoodie,Female,M,0,1,275.45,4,17,"Debit Card"
23702,2021-06-26,"Baja California",Activewear,"Running Shorts",Female,S,0,1,180.30,2,61,"Credit Card"
23703,2022-06-24,Michoacán,Outerwear,Hoodie,Male,M,0,1,275.45,5,25,"Debit Card"
23704,2024-02-13,Tlaxcala,Bottoms,"Cargo Pants",Non-specified,M,1,1,250.75,4,57,"Debit Card"
23705,2022-06-06,"Baja California Sur",Bottoms,"Utility Pants",Female,M,1,1,160.00,4,27,"Credit Card"
23706,2023-10-25,"Baja California Sur",Swimwear,"Swim Shorts",Male,M,0,1,150.55,1,33,Cash
23707,2024-08-27,"Estado de México",Tops,"Tank Top",Male,S,0,1,89.25,3,47,"Credit Card"
23708,2021-03-05,Oaxaca,Shoes,Boots,Female,L,0,1,890.99,4,26,PayPal
23709,2024-01-22,"Estado de México",Bottoms,Jeans,Male,S,0,1,299.99,4,26,PayPal
23710,2024-10-21,"Baja California",Activewear,"Training Pants",Male,XL,1,1,310.70,5,45,"Credit Card"
23711,2024-05-23,Veracruz,Tops,"Tank Top",Male,L,0,1,89.25,2,33,"Credit Card"
23712,2023-08-27,"Estado de México",Bottoms,"Cargo Pants",Female,L,0,1,250.75,4,30,"Debit Card"
23713,2022-09-02,Jalisco,"One-Piece Outfits",Kaftan,Male,M,0,1,415.35,3,39,Cash
23714,2021-12-09,Hidalgo,Accessories,"Messenger Bag",Female,M,0,3,1952.25,1,60,"Credit Card"
23715,2021-11-10,"Ciudad de México",Bottoms,Shorts,Female,XL,0,1,145.60,3,42,"Debit Card"
23716,2024-07-04,Coahuila,Outerwear,Hoodie,Female,M,0,1,275.45,5,24,"Credit Card"
23717,2023-11-27,Sinaloa,Accessories,Belt,Female,M,0,1,120.60,1,24,"Debit Card"
23718,2023-11-24,Campeche,Accessories,"Messenger Bag",Non-specified,M,0,15,9761.25,1,23,"Bank Transfer"
23719,2024-05-02,Campeche,Outerwear,Jacket,Male,M,0,1,480.90,5,31,"Bank Transfer"
23720,2022-10-10,Tabasco,Accessories,Backpack,Female,M,0,1,540.90,3,36,"Debit Card"
23721,2024-08-28,"Ciudad de México",Tops,T-Shirt,Male,M,0,1,99.99,1,53,PayPal
23722,2024-05-04,Yucatán,Accessories,Belt,Male,S,0,1,120.60,4,26,"Credit Card"
23723,2021-07-27,Tamaulipas,Shoes,Boots,Female,S,0,1,890.99,5,23,"Debit Card"
23724,2022-03-09,Guerrero,Activewear,"Running Shorts",Male,L,0,1,180.30,5,22,PayPal
23725,2024-06-08,"Nuevo León",Outerwear,Hoodie,Female,XL,0,1,275.45,3,26,"Credit Card"
23726,2022-08-27,"San Luis Potosí",Outerwear,Blazer,Female,M,0,1,520.30,5,27,PayPal
23727,2024-02-08,Tlaxcala,Activewear,Joggers,Male,L,1,1,345.10,5,43,PayPal
23728,2023-09-17,Veracruz,Shoes,Slip-Ons,Female,S,1,1,750.00,4,37,"Debit Card"
23729,2022-05-02,Durango,Bottoms,Shorts,Male,M,0,1,145.60,5,45,"Credit Card"
23730,2021-11-15,Oaxaca,Activewear,"Track Jacket",Female,S,0,1,420.60,5,31,"Credit Card"
23731,2021-03-24,Jalisco,Shoes,Sneakers,Male,XL,0,1,599.50,1,54,"Credit Card"
23732,2023-02-08,Campeche,Accessories,Belt,Female,M,0,1,120.60,3,23,"Credit Card"
23733,2022-06-29,Puebla,Shoes,Boots,Female,S,0,1,890.99,4,43,"Debit Card"
23734,2023-04-11,"Ciudad de México",Accessories,Belt,Male,M,0,1,120.60,5,34,"Debit Card"
23735,2023-12-17,Jalisco,Swimwear,"Rash Guard",Male,XL,0,1,180.90,4,50,PayPal
23736,2021-04-06,"Estado de México",Activewear,"Running Shorts",Male,S,0,1,180.30,5,23,Cash
23737,2021-10-01,Tlaxcala,Shoes,Loafers,Male,S,1,1,480.40,4,23,"Credit Card"
23738,2024-05-08,Guanajuato,Activewear,"Track Jacket",Male,M,0,1,420.60,5,35,"Debit Card"
23739,2024-04-13,Oaxaca,Activewear,"Training Pants",Male,L,1,1,310.70,5,25,PayPal
23740,2022-12-29,"Ciudad de México",Shoes,Sneakers,Female,M,0,1,599.50,4,29,"Credit Card"
23741,2021-10-04,Puebla,Shoes,Slip-Ons,Non-specified,XL,0,1,750.00,4,24,PayPal
23742,2023-01-27,Tabasco,Shoes,Sneakers,Male,M,0,1,599.50,1,26,"Credit Card"
23743,2022-10-23,Zacatecas,Activewear,"Training Pants",Female,XL,0,1,310.70,5,28,"Bank Transfer"
23744,2022-03-08,Guanajuato,Activewear,"Track Jacket",Female,S,1,1,420.60,5,25,"Debit Card"
23745,2023-05-07,Durango,Outerwear,Hoodie,Male,M,0,1,275.45,2,46,PayPal
23746,2022-11-14,Querétaro,Outerwear,Coat,Male,L,0,1,650.00,5,42,"Credit Card"
23747,2024-07-21,Chihuahua,Bottoms,Jeans,Female,XL,1,1,299.99,3,23,"Credit Card"
23748,2023-11-13,Guanajuato,Activewear,"Track Jacket",Female,S,0,3,1261.80,5,54,"Credit Card"
23749,2022-06-12,"Ciudad de México",Accessories,Belt,Male,M,0,1,120.60,1,33,"Credit Card"
23750,2023-07-01,Veracruz,Outerwear,Hoodie,Female,M,0,1,275.45,5,42,PayPal
23751,2021-09-14,"Ciudad de México",Shoes,Sneakers,Male,S,0,1,599.50,4,15,"Debit Card"
23752,2024-03-10,Guerrero,Accessories,Cap,Female,S,0,1,99.40,1,58,PayPal
23753,2023-02-26,"Ciudad de México",Tops,"Polo Shirt",Male,S,1,1,135.50,5,27,Cash
23754,2022-05-13,"Ciudad de México",Swimwear,"Board Shorts",Female,XL,0,1,120.30,2,19,"Debit Card"
23755,2021-05-08,Querétaro,Tops,"Tank Top",Female,M,1,1,89.25,4,18,"Debit Card"
23756,2022-10-23,Chihuahua,Activewear,Joggers,Male,S,0,1,345.10,5,31,"Credit Card"
23757,2021-01-21,"Nuevo León",Bottoms,Shorts,Female,XL,0,1,145.60,3,29,"Debit Card"
23758,2023-08-11,Querétaro,Activewear,"Running Shorts",Female,L,0,1,180.30,4,18,"Debit Card"
23759,2022-10-21,Jalisco,"One-Piece Outfits",Jumpsuit,Female,XL,0,1,899.99,3,21,"Credit Card"
23760,2021-07-02,Tabasco,Accessories,Scarf,Female,XL,0,1,140.80,1,24,"Debit Card"
23761,2024-04-22,Tlaxcala,Outerwear,Coat,Male,XL,1,1,650.00,5,32,"Credit Card"
23762,2024-03-05,Sinaloa,Tops,"Tank Top",Male,XL,0,1,89.25,5,27,PayPal
23763,2024-12-10,Tamaulipas,Shoes,Sneakers,Male,L,0,1,599.50,3,34,"Debit Card"
23764,2023-10-16,"Ciudad de México",Activewear,"Running Shorts",Male,S,0,1,180.30,3,26,"Bank Transfer"
23765,2024-07-06,"Estado de México",Activewear,"Compression Top",Male,L,0,1,250.55,5,21,"Credit Card"
23766,2022-03-17,Veracruz,Tops,"Tank Top",Female,M,1,1,89.25,5,24,"Debit Card"
23767,2024-08-07,"Ciudad de México",Tops,T-Shirt,Female,L,0,1,99.99,1,43,"Credit Card"
23768,2021-08-07,Aguascalientes,Bottoms,"Utility Pants",Male,S,0,1,160.00,4,17,"Debit Card"
23769,2023-07-07,"Estado de México",Bottoms,Jeans,Male,S,0,1,299.99,2,39,"Credit Card"
23770,2023-08-10,"Baja California",Accessories,Scarf,Female,S,0,1,140.80,4,25,PayPal
23771,2022-12-29,Puebla,Shoes,Boots,Female,M,0,1,890.99,1,28,Cash
23772,2022-01-18,Jalisco,Outerwear,Jacket,Male,M,0,1,480.90,5,30,"Credit Card"
23773,2024-12-22,"Estado de México",Shoes,Sneakers,Male,S,0,1,599.50,4,61,"Debit Card"
23774,2024-04-12,Durango,Outerwear,Jacket,Male,L,0,1,480.90,4,37,PayPal
23775,2024-03-12,Colima,Swimwear,"Swim Shorts",Female,L,0,1,150.55,4,49,"Credit Card"
23776,2023-09-03,Coahuila,Bottoms,"Utility Pants",Female,L,1,1,160.00,3,30,Cash
23777,2024-08-06,Yucatán,Shoes,Slip-Ons,Male,S,0,1,750.00,4,23,"Bank Transfer"
23778,2024-01-08,"Estado de México",Outerwear,Hoodie,Female,L,0,1,275.45,5,31,"Credit Card"
23779,2022-10-26,"Baja California","One-Piece Outfits",Jumpsuit,Female,M,0,1,899.99,5,61,"Credit Card"
23780,2024-08-26,Tlaxcala,"One-Piece Outfits",Jumpsuit,Male,XL,0,1,899.99,1,57,PayPal
23781,2022-04-12,Tabasco,Activewear,"Training Pants",Male,XL,0,1,310.70,4,27,Cash
23782,2022-06-02,Aguascalientes,Outerwear,Jacket,Male,XL,1,1,480.90,5,20,"Debit Card"
23783,2022-03-24,Coahuila,Swimwear,"Swim Shorts",Female,M,0,1,150.55,4,62,Cash
23784,2023-09-01,Veracruz,Outerwear,Coat,Female,M,0,1,650.00,3,25,"Debit Card"
23785,2024-08-13,Querétaro,Outerwear,Coat,Female,S,1,1,650.00,5,43,"Debit Card"
23786,2024-09-14,"Estado de México",Outerwear,Hoodie,Female,M,0,1,275.45,5,15,Cash
23787,2024-11-08,Veracruz,Shoes,Slip-Ons,Female,S,0,1,750.00,1,16,"Credit Card"
23788,2022-11-13,Veracruz,Swimwear,"Swim Shorts",Female,XL,0,1,150.55,5,47,"Debit Card"
23789,2024-03-13,"Estado de México",Activewear,"Compression Top",Female,L,0,1,250.55,5,59,"Debit Card"
23790,2024-03-04,Coahuila,Bottoms,"Cargo Pants",Non-specified,XL,0,1,250.75,3,46,Cash
23791,2024-09-02,Aguascalientes,Accessories,Backpack,Male,S,0,1,540.90,2,26,"Credit Card"
23792,2024-08-04,"Estado de México",Outerwear,Hoodie,Male,S,0,1,275.45,4,24,"Credit Card"
23793,2022-05-08,"Quintana Roo",Swimwear,"Swim Shorts",Male,M,0,1,150.55,4,19,"Debit Card"
23794,2023-01-28,Querétaro,Accessories,Wallet,Female,M,0,1,330.25,1,26,"Debit Card"
23795,2023-06-23,Colima,Accessories,Cap,Female,S,0,2,198.80,1,46,"Credit Card"
23796,2024-06-01,Chihuahua,Outerwear,Hoodie,Female,S,0,1,275.45,4,57,Cash
23797,2022-02-11,Yucatán,Swimwear,"Swim Shorts",Female,M,1,1,150.55,4,23,"Debit Card"
23798,2022-12-11,Veracruz,Tops,"Tank Top",Female,M,0,1,89.25,5,24,"Credit Card"
23799,2023-01-12,"Quintana Roo",Shoes,Slip-Ons,Female,XL,0,1,750.00,4,37,PayPal
23800,2024-09-13,Tabasco,Outerwear,Blazer,Male,S,1,1,520.30,5,43,"Credit Card"
23801,2022-08-15,"Estado de México",Shoes,Loafers,Female,L,0,1,480.40,5,60,Cash
23802,2022-08-10,Chiapas,Bottoms,Jeans,Female,S,0,1,299.99,3,43,"Credit Card"
23803,2022-09-13,Michoacán,Shoes,Slip-Ons,Female,XL,1,1,750.00,4,17,"Credit Card"
23804,2022-12-12,"Baja California",Activewear,"Training Pants",Female,M,1,1,310.70,5,32,"Credit Card"
23805,2022-05-10,"Quintana Roo",Swimwear,"Swim Shorts",Female,S,1,2,301.10,4,16,"Debit Card"
23806,2023-01-14,Guerrero,"One-Piece Outfits",Rompers,Male,S,0,1,720.10,3,22,PayPal
23807,2024-11-27,Chiapas,Swimwear,"Swim Shorts",Male,S,0,1,150.55,4,24,"Debit Card"
23808,2024-02-08,Oaxaca,Swimwear,"Board Shorts",Female,XL,1,1,120.30,2,56,Cash
23809,2023-09-26,Hidalgo,Accessories,Belt,Male,S,0,1,120.60,1,23,"Credit Card"
23810,2021-07-12,Sonora,Swimwear,"Swim Shorts",Male,L,0,1,150.55,3,26,"Debit Card"
23811,2023-01-30,Querétaro,Activewear,"Track Jacket",Female,M,0,1,420.60,5,33,"Credit Card"
23812,2023-05-25,"Estado de México",Tops,"Polo Shirt",Male,XL,0,1,135.50,5,39,PayPal
23813,2022-11-19,"Nuevo León",Activewear,"Track Jacket",Female,M,0,1,420.60,4,53,"Credit Card"
23814,2024-09-02,Chihuahua,Bottoms,Jeans,Female,S,0,1,299.99,5,18,Cash
23815,2022-09-08,"San Luis Potosí",Outerwear,Hoodie,Female,M,0,1,275.45,4,30,"Credit Card"
23816,2023-05-11,"Estado de México",Outerwear,Hoodie,Non-specified,M,1,2,550.90,2,40,PayPal
23817,2021-02-15,Coahuila,Outerwear,Hoodie,Female,L,0,1,275.45,5,31,"Debit Card"
23818,2021-07-04,Tlaxcala,Shoes,Sneakers,Male,XL,0,1,599.50,4,45,PayPal
23819,2024-10-27,Chihuahua,Shoes,Loafers,Male,M,0,1,480.40,1,18,Cash
23820,2024-01-09,Hidalgo,Bottoms,"Cargo Pants",Male,L,1,1,250.75,2,23,"Debit Card"
23821,2024-06-02,"Quintana Roo",Bottoms,Shorts,Female,M,1,1,145.60,3,27,"Credit Card"
23822,2021-01-12,Puebla,Activewear,"Training Pants",Male,XL,0,1,310.70,5,25,"Debit Card"
23823,2022-10-02,"Estado de México",Swimwear,"Swim Shorts",Male,XL,0,1,150.55,4,24,"Credit Card"
23824,2021-06-16,"San Luis Potosí",Shoes,Boots,Non-specified,XL,1,1,890.99,4,25,"Debit Card"
23825,2021-10-14,Veracruz,Tops,"Tank Top",Female,L,1,1,89.25,5,46,PayPal
23826,2024-04-08,Sinaloa,Accessories,Cap,Female,M,0,1,99.40,1,55,"Credit Card"
23827,2024-09-15,Michoacán,Activewear,"Training Pants",Female,XL,1,1,310.70,5,32,PayPal
23828,2023-05-11,Durango,Accessories,Cap,Male,S,0,1,99.40,2,31,"Debit Card"
23829,2023-02-04,"Baja California Sur",Shoes,Loafers,Male,M,0,1,480.40,4,25,Cash
23830,2023-01-27,Jalisco,Shoes,Slip-Ons,Female,L,0,1,750.00,2,57,"Credit Card"
23831,2024-09-10,"Quintana Roo",Swimwear,"Swim Shorts",Male,M,0,1,150.55,4,37,"Credit Card"
23832,2023-11-11,Jalisco,Tops,T-Shirt,Male,M,0,1,99.99,5,31,PayPal
23833,2023-11-26,"Estado de México",Tops,T-Shirt,Male,XL,0,1,99.99,4,20,"Debit Card"
23834,2023-05-21,Querétaro,Tops,"Polo Shirt",Female,S,0,1,135.50,2,51,"Credit Card"
23835,2021-06-19,Oaxaca,Tops,T-Shirt,Male,L,0,1,99.99,5,29,"Debit Card"
23836,2022-12-30,Jalisco,Accessories,Cap,Female,S,0,1,99.40,1,18,"Credit Card"
23837,2024-12-26,Durango,"One-Piece Outfits",Rompers,Female,M,1,1,720.10,5,25,PayPal
23838,2022-11-20,Michoacán,Shoes,Slip-Ons,Male,S,0,1,750.00,4,23,"Debit Card"
23839,2024-08-07,Tamaulipas,Shoes,Sneakers,Female,L,0,1,599.50,5,18,PayPal
23840,2022-11-23,Aguascalientes,Swimwear,"Rash Guard",Male,M,0,1,180.90,4,24,Cash
23841,2024-11-11,Morelos,Swimwear,"Swim Shorts",Female,M,0,1,150.55,4,23,"Credit Card"
23842,2024-03-08,Tabasco,Outerwear,Jacket,Male,XL,1,1,480.90,3,49,"Debit Card"
23843,2024-12-25,Querétaro,Shoes,Sandals,Female,M,0,1,210.25,4,58,PayPal
23844,2023-05-06,Coahuila,Activewear,"Track Jacket",Female,M,0,1,420.60,5,44,"Debit Card"
23845,2022-07-22,"Nuevo León",Outerwear,Hoodie,Male,S,0,1,275.45,5,16,"Credit Card"
23846,2024-02-27,Jalisco,Shoes,Boots,Male,M,1,1,890.99,4,32,"Credit Card"
23847,2024-12-04,Chihuahua,Tops,T-Shirt,Non-specified,XL,1,1,99.99,5,24,PayPal
23848,2022-06-22,Michoacán,Shoes,Loafers,Male,M,0,1,480.40,5,31,PayPal
23849,2024-11-12,Colima,Accessories,Cap,Male,S,0,1,99.40,3,60,Cash
23850,2023-09-27,Campeche,Accessories,Belt,Male,XL,0,1,120.60,1,42,"Debit Card"
23851,2024-08-08,Michoacán,Shoes,Sandals,Male,M,0,1,210.25,4,30,"Credit Card"
23852,2023-08-20,"San Luis Potosí",Shoes,Boots,Female,XL,1,2,1781.98,1,35,"Credit Card"
23853,2024-06-27,"Estado de México",Tops,"Tank Top",Male,M,0,1,89.25,5,26,Cash
23854,2022-08-20,Chihuahua,Activewear,"Training Pants",Female,L,0,1,310.70,3,23,"Debit Card"
23855,2024-10-18,"Estado de México",Outerwear,Hoodie,Male,M,1,1,275.45,5,36,PayPal
23856,2024-08-15,Hidalgo,Shoes,Sandals,Male,L,1,1,210.25,5,22,PayPal
23857,2024-05-28,Tlaxcala,Tops,T-Shirt,Female,XL,0,1,99.99,5,31,"Credit Card"
23858,2024-03-27,Puebla,Outerwear,Coat,Male,XL,0,1,650.00,1,48,"Credit Card"
23859,2022-02-07,Tabasco,Accessories,Scarf,Male,L,1,1,140.80,4,37,PayPal
23860,2022-01-22,Veracruz,Swimwear,"Board Shorts",Male,M,1,1,120.30,4,40,"Debit Card"
23861,2024-10-26,Puebla,Activewear,"Compression Top",Male,M,0,15,3758.25,5,47,Cash
23862,2021-09-08,Guerrero,Accessories,Wallet,Male,M,0,1,330.25,1,23,"Credit Card"
23863,2024-02-20,Querétaro,Accessories,Cap,Female,M,1,1,99.40,1,33,Cash
23864,2024-10-01,"Estado de México",Shoes,Sandals,Male,M,0,1,210.25,4,35,"Credit Card"
23865,2021-11-27,Morelos,Activewear,"Compression Top",Male,L,0,1,250.55,5,21,PayPal
23866,2021-03-21,Guanajuato,Bottoms,Jeans,Female,XL,0,2,599.98,3,39,"Debit Card"
23867,2022-04-26,Zacatecas,Shoes,Sneakers,Male,XL,1,1,599.50,4,19,PayPal
23868,2024-07-21,Durango,"One-Piece Outfits",Tunic,Female,S,1,1,340.20,3,41,PayPal
23869,2023-08-03,Campeche,"One-Piece Outfits",Rompers,Male,XL,0,1,720.10,3,26,"Credit Card"
23870,2022-04-11,"San Luis Potosí",Shoes,Sandals,Female,L,1,1,210.25,5,19,"Debit Card"
23871,2022-06-11,Coahuila,Accessories,"Messenger Bag",Male,XL,1,1,650.75,5,53,Cash
23872,2023-06-10,"Quintana Roo",Outerwear,Coat,Female,L,0,1,650.00,5,26,"Credit Card"
23873,2024-09-28,Sonora,Activewear,Joggers,Female,M,0,1,345.10,5,17,"Debit Card"
23874,2022-12-26,Puebla,Shoes,Boots,Male,M,1,1,890.99,4,27,"Debit Card"
23875,2022-06-17,Tamaulipas,Accessories,Backpack,Female,L,1,1,540.90,5,23,"Credit Card"
23876,2022-01-15,"San Luis Potosí",Shoes,Boots,Female,M,0,1,890.99,4,24,Cash
23877,2022-02-15,Puebla,Swimwear,"Swim Shorts",Male,XL,1,1,150.55,4,45,Cash
23878,2021-04-09,Veracruz,Outerwear,Coat,Male,XL,0,1,650.00,5,34,"Bank Transfer"
23879,2023-04-25,"Baja California Sur",Shoes,Boots,Male,S,0,1,890.99,5,42,"Debit Card"
23880,2024-06-01,"Nuevo León",Shoes,Sneakers,Male,M,0,1,599.50,3,25,"Credit Card"
23881,2023-01-12,Puebla,Activewear,"Training Pants",Non-specified,XL,0,1,310.70,5,23,Cash
23882,2022-06-17,Guanajuato,Outerwear,Hoodie,Female,XL,1,1,275.45,5,30,"Credit Card"
23883,2024-12-19,Sonora,Tops,"Tank Top",Male,S,0,1,89.25,5,24,"Credit Card"
23884,2022-04-21,Chihuahua,Activewear,Joggers,Female,S,0,1,345.10,3,32,"Credit Card"
23885,2022-09-27,Chiapas,"One-Piece Outfits",Jumpsuit,Male,M,0,1,899.99,5,22,"Debit Card"
23886,2023-11-18,"Estado de México",Accessories,Belt,Male,S,0,1,120.60,1,22,"Credit Card"
23887,2024-08-01,Nayarit,Bottoms,Jeans,Male,M,1,1,299.99,3,24,Cash
23888,2024-09-04,Puebla,Bottoms,Jeans,Female,S,0,1,299.99,3,18,Cash
23889,2024-07-15,Nayarit,Shoes,Sneakers,Female,S,0,1,599.50,4,59,"Bank Transfer"
23890,2022-08-29,Sinaloa,Accessories,Belt,Female,M,0,3,361.80,1,26,"Debit Card"
23891,2024-02-16,Oaxaca,Shoes,Loafers,Male,XL,0,1,480.40,3,39,PayPal
23892,2024-09-19,Veracruz,Tops,"Tank Top",Male,L,0,3,267.75,1,23,"Credit Card"
23893,2024-10-20,Puebla,Activewear,"Training Pants",Female,L,1,1,310.70,5,29,Cash
23894,2021-04-04,Nayarit,Activewear,"Compression Top",Male,XL,1,1,250.55,5,47,"Credit Card"
23895,2021-03-05,"Estado de México",Accessories,Belt,Female,L,0,1,120.60,1,25,"Debit Card"
23896,2022-12-18,Guanajuato,Accessories,Scarf,Female,XL,0,1,140.80,1,32,"Credit Card"
23897,2023-01-24,Campeche,Tops,T-Shirt,Male,XL,0,1,99.99,5,33,"Credit Card"
23898,2023-10-09,Puebla,Outerwear,Hoodie,Female,S,1,1,275.45,4,17,"Debit Card"
23899,2024-09-17,Chiapas,Bottoms,Shorts,Female,XL,0,1,145.60,3,25,PayPal
23900,2024-04-23,Puebla,Outerwear,Jacket,Male,L,0,1,480.90,3,23,"Debit Card"
23901,2021-06-29,"Estado de México",Tops,"Tank Top",Male,M,0,1,89.25,5,59,PayPal
23902,2022-11-11,"Nuevo León",Tops,"Button-Up Shirt",Female,M,0,1,220.40,5,46,"Debit Card"
23903,2021-09-07,Nayarit,Bottoms,Jeans,Female,M,0,1,299.99,2,28,PayPal
23904,2022-08-19,Jalisco,Accessories,Scarf,Female,M,1,1,140.80,1,29,"Credit Card"
23905,2023-05-12,"Estado de México",Shoes,Loafers,Female,L,0,1,480.40,4,37,"Debit Card"
23906,2024-05-21,Zacatecas,Shoes,Sneakers,Male,S,1,1,599.50,2,36,PayPal
23907,2021-04-03,"Ciudad de México",Shoes,Sneakers,Female,L,0,1,599.50,4,27,"Credit Card"
23908,2021-03-14,Tabasco,Bottoms,"Cargo Pants",Female,S,0,1,250.75,3,59,PayPal
23909,2024-02-10,"Ciudad de México","One-Piece Outfits",Tunic,Male,XL,0,1,340.20,3,59,"Debit Card"
23910,2023-11-19,Hidalgo,Tops,"Polo Shirt",Female,S,0,1,135.50,5,30,"Credit Card"
23911,2022-02-16,Puebla,Tops,"Polo Shirt",Male,M,0,1,135.50,5,23,"Debit Card"
23912,2021-04-19,Nayarit,Outerwear,Jacket,Female,S,0,1,480.90,4,57,"Credit Card"
23913,2024-04-20,Tamaulipas,Shoes,Boots,Female,S,1,1,890.99,2,23,"Debit Card"
23914,2023-03-29,Puebla,Bottoms,"Cargo Pants",Female,M,1,1,250.75,2,21,"Bank Transfer"
23915,2024-08-17,Nayarit,Bottoms,Jeans,Female,M,0,6,1799.94,1,31,"Debit Card"
23916,2023-06-17,Jalisco,Tops,T-Shirt,Male,M,0,1,99.99,5,32,"Credit Card"
23917,2024-04-21,Veracruz,Outerwear,Jacket,Female,XL,1,1,480.90,5,34,"Credit Card"
23918,2024-10-12,Sonora,Swimwear,"Swim Shorts",Female,M,1,1,150.55,4,50,PayPal
23919,2024-06-15,Sinaloa,Shoes,Boots,Male,XL,0,1,890.99,4,21,"Debit Card"
23920,2022-08-01,Guanajuato,Shoes,Sneakers,Female,L,0,1,599.50,4,62,"Credit Card"
23921,2024-10-28,"Ciudad de México",Activewear,"Running Shorts",Male,S,0,1,180.30,5,26,"Debit Card"
23922,2023-08-19,Veracruz,Tops,"Tank Top",Female,S,0,1,89.25,5,35,PayPal
23923,2024-12-27,Campeche,Tops,T-Shirt,Female,L,0,1,99.99,3,42,"Debit Card"
23924,2021-04-06,Tamaulipas,Tops,"Tank Top",Male,M,0,1,89.25,5,23,"Debit Card"
23925,2023-12-15,Querétaro,Accessories,Backpack,Female,L,0,1,540.90,5,27,PayPal
23926,2024-05-16,Guanajuato,Swimwear,"Swim Shorts",Female,S,0,1,150.55,4,28,Cash
23927,2021-04-15,"Nuevo León",Accessories,"Messenger Bag",Male,M,0,1,650.75,1,22,"Credit Card"
23928,2024-03-02,Veracruz,Tops,"Tank Top",Male,L,0,1,89.25,5,35,"Credit Card"
23929,2024-03-26,Colima,Activewear,Joggers,Male,L,0,1,345.10,5,19,"Debit Card"
23930,2022-10-22,Oaxaca,Outerwear,Jacket,Female,M,0,1,480.90,1,57,Cash
23931,2021-10-26,Aguascalientes,Accessories,Cap,Female,M,1,1,99.40,4,39,"Credit Card"
23932,2023-11-25,Guerrero,Activewear,"Running Shorts",Male,M,0,1,180.30,1,24,Cash
23933,2024-04-27,Veracruz,Tops,"Tank Top",Male,L,0,1,89.25,5,47,"Debit Card"
23934,2024-06-02,"Estado de México",Activewear,"Track Jacket",Male,XL,1,1,420.60,5,53,Cash
23935,2024-10-04,Guerrero,Shoes,Sandals,Female,L,0,1,210.25,4,23,"Debit Card"
23936,2023-12-27,Jalisco,Tops,T-Shirt,Male,M,0,1,99.99,5,23,"Credit Card"
23937,2021-06-08,"Ciudad de México",Accessories,"Messenger Bag",Female,XL,0,1,650.75,5,27,PayPal
23938,2023-05-21,"Nuevo León",Bottoms,"Cargo Pants",Non-specified,S,0,1,250.75,3,37,Cash
23939,2024-10-19,"Quintana Roo",Accessories,Scarf,Male,L,0,1,140.80,4,31,Cash
23940,2024-06-11,Hidalgo,Accessories,Backpack,Female,L,0,1,540.90,1,32,"Credit Card"
23941,2024-03-05,Sinaloa,Bottoms,Shorts,Female,M,0,1,145.60,3,15,"Credit Card"
23942,2024-09-29,Oaxaca,"One-Piece Outfits",Tunic,Female,M,0,1,340.20,3,24,"Credit Card"
23943,2021-02-06,Morelos,"One-Piece Outfits",Tunic,Female,M,0,1,340.20,3,25,"Debit Card"
23944,2023-08-25,Puebla,Accessories,Backpack,Male,L,0,1,540.90,1,35,"Debit Card"
23945,2021-06-13,Tlaxcala,Outerwear,Jacket,Male,L,0,1,480.90,1,19,"Credit Card"
23946,2023-06-21,Morelos,"One-Piece Outfits",Kaftan,Female,M,0,1,415.35,3,20,PayPal
23947,2024-07-24,"Baja California Sur",Accessories,Scarf,Male,M,1,1,140.80,1,41,"Debit Card"
23948,2022-05-04,Sonora,Accessories,Scarf,Male,S,0,1,140.80,1,21,"Debit Card"
23949,2022-06-18,"Baja California Sur",Outerwear,Hoodie,Male,S,1,1,275.45,5,23,PayPal
23950,2023-06-06,Jalisco,Accessories,Cap,Male,S,0,1,99.40,1,40,"Credit Card"
23951,2024-04-09,"Baja California Sur","One-Piece Outfits",Tunic,Male,S,0,1,340.20,3,39,"Debit Card"
23952,2023-07-14,Tabasco,Outerwear,Hoodie,Male,L,0,2,550.90,1,31,Cash
23953,2023-09-16,Colima,Tops,"Polo Shirt",Male,M,0,1,135.50,5,45,Cash
23954,2023-02-06,Guerrero,Bottoms,"Cargo Pants",Male,XL,0,1,250.75,1,32,"Debit Card"
23955,2024-01-06,Morelos,Accessories,Cap,Male,M,0,1,99.40,1,25,PayPal
